"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","query_prediction","query_effector_type_score","target_prediction"
"927","FOXG_05604","FOXG_20259",0.1401,0.1832,0.12,75,46,4,110,176,12,74,7.922,2,"Non-effector",0.863,"Apoplastic"
"928","FOXG_07142","FOXG_03043",0.1399,0.2662,0.15,159,105,6,1,158,115,244,5.331,3,"Non-effector",0.577,"Non-effector"
"929","FOXG_14231","FOXG_16398",0.1397,0.4252,0.13,84,53,5,1,74,23,96,6.417,4,"Cytoplasmic",0.77,"Non-effector"
"930","FOXG_22737","FOXG_11815",0.1391,0.2137,0.114,244,126,13,356,557,33,228,9.561,2,"Non-effector",0.987,"Non-effector"
"931","FOXG_22801","FOXG_22864",0.1385,0.3233,0.078,205,103,10,25,228,44,163,2.55,7,"Non-effector",0.709,"Non-effector"
"932","FOXG_01683","FOXG_12469",0.1381,0.231,0.166,102,67,5,1,93,7,99,9.591,1,"Non-effector",0.636,"Apoplastic"
"933","FOXG_01683","FOXG_14231",0.138,0.3193,0.086,174,95,8,1,131,6,158,7.541,2,"Non-effector",0.636,"Cytoplasmic"
"934","FOXG_20101","FOXG_05795",0.1379,0.26,0.132,136,66,12,313,409,20,142,7.405,2,"Non-effector",0.769,"Non-effector"
"935","FOXG_03736","FOXG_05604",0.1372,0.1658,0.1,129,56,10,1165,1245,391,507,2.105,6,"Non-effector",0.961,"Non-effector"
"936","FOXG_11116","FOXG_07142",0.1371,0.3125,0.086,69,44,2,22,71,3,71,9.248,2,"Non-effector",0.744,"Non-effector"
"937","FOXG_19612","FOXG_03043",0.1369,0.7376,0.192,156,106,4,1,155,36,172,0.2501,20,"Cytoplasmic",0.763,"Non-effector"
"938","FOXG_07142","FOXG_22047",0.1366,0.2726,0.195,97,38,9,11,92,1,72,2.728,5,"Non-effector",0.577,"Apoplastic"
"939","FOXG_02842","FOXG_12469",0.1364,0.4351,0.107,168,85,8,3,130,92,234,2.469,8,"Apoplastic/cytoplasmic",0.636,"Apoplastic"
"940","FOXG_09662","FOXG_20862",0.1362,0.7171,0.184,152,91,4,18,169,96,214,5.919,5,"Apoplastic",0.604,"Non-effector"
"941","FOXG_04559","FOXG_22777",0.1361,0.2621,0.128,109,58,5,1,97,1,84,4.893,3,"Non-effector",0.728,"Apoplastic"
"942","FOXG_22779","FOXG_14140",0.1359,0.2659,0.148,101,43,6,2,94,10,75,8.224,2,"Apoplastic/cytoplasmic",0.9425,"Apoplastic/cytoplasmic"
"943","FOXG_10864","FOXG_21426",0.1354,0.1491,0.183,60,24,3,56,94,70,125,7.137,2,"Apoplastic",0.757,"Non-effector"
"944","FOXG_22828","FOXG_14758",0.1352,0.226,0.164,79,51,4,1,79,241,304,5.977,2,"Non-effector",0.582,"Non-effector"
"945","FOXG_12469","FOXG_03736",0.1343,0.6764,0.18,150,100,2,1,127,110,259,4.662,6,"Apoplastic",0.58,"Non-effector"
"946","FOXG_05604","FOXG_22047",0.1338,0.1769,0.08,136,73,6,154,284,9,97,5.546,3,"Non-effector",0.863,"Apoplastic"
"947","FOXG_22047","FOXG_05604",0.1338,0.2568,0.08,136,73,6,9,97,154,284,8.431,2,"Apoplastic",0.708,"Non-effector"
"948","FOXG_03043","FOXG_12469",0.1333,0.7333,0.18,133,89,4,57,179,8,130,1.871,11,"Non-effector",0.84,"Apoplastic"
"949","FOXG_22509","FOXG_02842",0.1332,0.3102,0.1,149,66,12,2,122,27,135,3.653,5,"Non-effector",0.623,"Apoplastic/cytoplasmic"
"950","FOXG_03736","FOXG_05795",0.1329,0.2749,0.089,179,102,11,1043,1198,1,141,2.599,7,"Non-effector",0.961,"Non-effector"
"951","FOXG_03043","FOXG_19612",0.1327,0.6975,0.189,158,96,6,40,172,5,155,0.6849,15,"Non-effector",0.84,"Cytoplasmic"
"952","FOXG_14231","FOXG_01683",0.1307,0.3951,0.088,180,88,9,6,158,1,131,5.69,4,"Cytoplasmic",0.77,"Non-effector"
"953","FOXG_16416","FOXG_20862",0.1306,0.2154,0.144,69,38,5,17,65,190,257,9.376,1,"Apoplastic",0.943,"Non-effector"
"954","FOXG_04559","FOXG_17842",0.1299,0.2441,0.146,75,45,4,1,64,37,103,5.206,3,"Non-effector",0.728,"Non-effector"
"955","FOXG_17842","FOXG_12469",0.1299,0.2016,0.173,75,44,3,12,85,71,128,9.259,2,"Non-effector",0.637,"Apoplastic"
"956","FOXG_22828","FOXG_19612",0.1299,0.2247,0.137,87,58,4,23,109,1,70,4.926,3,"Non-effector",0.582,"Cytoplasmic"
"957","FOXG_07142","FOXG_20862",0.1293,0.3446,0.112,107,59,7,2,97,188,269,0.7117,11,"Non-effector",0.577,"Non-effector"
"958","FOXG_20862","FOXG_07142",0.1293,0.3094,0.112,107,59,7,188,269,2,97,1.596,7,"Non-effector",0.633,"Non-effector"
"959","FOXG_17842","FOXG_03736",0.1286,0.2232,0.092,152,98,5,5,156,700,811,1.486,8,"Non-effector",0.637,"Non-effector"
"960","FOXG_02842","FOXG_01683",0.1283,0.3545,0.171,111,57,8,20,122,12,95,0.7377,11,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"961","FOXG_12469","FOXG_20101",0.1282,0.6558,0.23,126,90,3,1,123,63,184,5.3,5,"Apoplastic",0.58,"Non-effector"
"962","FOXG_16398","FOXG_12469",0.1282,0.24,0.095,188,92,13,19,159,78,234,2.025,6,"Non-effector",0.505,"Apoplastic"
"963","FOXG_20914","FOXG_22737",0.1282,0.234,0.16,131,62,8,33,128,433,550,5.469,3,"Apoplastic/cytoplasmic",0.5915,"Non-effector"
"964","FOXG_01683","FOXG_02842",0.127,0.2939,0.173,121,69,6,1,95,7,122,0.4639,11,"Non-effector",0.636,"Apoplastic/cytoplasmic"
"965","FOXG_04559","FOXG_16398",0.1269,0.2198,0.125,136,78,7,8,132,1,106,3.588,4,"Non-effector",0.728,"Non-effector"
"966","FOXG_02842","FOXG_22509",0.1268,0.2619,0.116,129,57,11,49,135,9,122,3.144,5,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"967","FOXG_16416","FOXG_01683",0.1268,0.23,0.149,127,74,11,5,107,1,117,2.757,5,"Apoplastic",0.943,"Non-effector"
"968","FOXG_16398","FOXG_14069",0.1265,0.2385,0.09,188,93,13,19,159,78,234,2.267,6,"Non-effector",0.505,"Apoplastic"
"969","FOXG_05795","FOXG_14140",0.1256,0.2733,0.121,132,64,7,1,132,1,80,1.897,8,"Non-effector",0.802,"Apoplastic/cytoplasmic"
"970","FOXG_17307","FOXG_16416",0.1254,0.1556,0.108,230,96,20,49,228,55,225,4.61,3,"Apoplastic",0.931,"Apoplastic"
"971","FOXG_05604","FOXG_03043",0.1246,0.1361,0.135,103,70,6,415,508,110,202,8.331,1,"Non-effector",0.863,"Non-effector"
"972","FOXG_14140","FOXG_19612",0.1244,0.3107,0.135,111,83,4,1,106,43,145,9.909,1,"Apoplastic/cytoplasmic",0.876,"Cytoplasmic"
"973","FOXG_13589","FOXG_09662",0.1241,0.3197,0.138,130,81,3,1,126,51,153,7.943,2,"Non-effector",0.535,"Apoplastic"
"974","FOXG_03736","FOXG_10864",0.1235,0.1197,0.101,59,20,2,1203,1261,97,122,8.217,1,"Non-effector",0.961,"Apoplastic"
"975","FOXG_05604","FOXG_17842",0.1229,0.1734,0.097,184,88,14,307,473,7,129,7.532,2,"Non-effector",0.863,"Non-effector"
"976","FOXG_16416","FOXG_02842",0.1228,0.2093,0.123,146,85,10,2,135,1,115,4.679,3,"Apoplastic",0.943,"Apoplastic/cytoplasmic"
"977","FOXG_20101","FOXG_03043",0.1227,0.6401,0.193,155,96,5,194,348,70,195,1.261,12,"Non-effector",0.769,"Non-effector"
"978","FOXG_17842","FOXG_04559",0.1226,0.2108,0.205,73,43,4,37,103,1,64,6.866,3,"Non-effector",0.637,"Non-effector"
"979","FOXG_16416","FOXG_22779",0.1225,0.1475,0.1,60,33,5,102,159,16,56,8.86,1,"Apoplastic",0.943,"Apoplastic/cytoplasmic"
"980","FOXG_09662","FOXG_03736",0.1224,0.7015,0.176,159,127,3,1,156,158,315,8.693,3,"Apoplastic",0.604,"Non-effector"
"981","FOXG_14069","FOXG_03736",0.1224,0.7122,0.178,129,92,4,1,116,164,291,5.319,5,"Apoplastic",0.573,"Non-effector"
"982","FOXG_12469","FOXG_03043",0.122,0.6746,0.178,151,100,6,7,147,56,192,1.561,10,"Apoplastic",0.58,"Non-effector"
"983","FOXG_03043","FOXG_11116",0.1203,0.6729,0.134,179,125,5,60,208,251,429,6.966,4,"Non-effector",0.84,"Non-effector"
"984","FOXG_16398","FOXG_20101",0.1203,0.1971,0.118,161,87,9,20,158,246,373,4.978,3,"Non-effector",0.505,"Non-effector"
"985","FOXG_22777","FOXG_03736",0.1195,0.2625,0.207,111,71,4,1,99,877,982,2.714,5,"Apoplastic",0.73,"Non-effector"
"986","FOXG_16416","FOXG_03043",0.1185,0.2167,0.161,167,89,10,1,148,70,204,2.31,5,"Apoplastic",0.943,"Non-effector"
"987","FOXG_19612","FOXG_09662",0.118,0.7169,0.2,155,106,5,20,157,12,165,2.181,9,"Cytoplasmic",0.763,"Apoplastic"
"988","FOXG_14758","FOXG_21426",0.1174,0.529,0.198,171,120,6,148,308,63,226,8.796,3,"Non-effector",0.676,"Non-effector"
"989","FOXG_01683","FOXG_14140",0.1171,0.2417,0.13,69,38,5,39,86,10,77,8.511,2,"Non-effector",0.636,"Apoplastic/cytoplasmic"
"990","FOXG_19612","FOXG_03736",0.1169,0.6482,0.2,135,103,3,20,150,137,270,3.746,6,"Cytoplasmic",0.763,"Non-effector"
"991","FOXG_20101","FOXG_14098",0.1169,0.6323,0.165,151,103,4,4,153,13,141,8.803,3,"Non-effector",0.769,"Cytoplasmic"
"992","FOXG_05604","FOXG_22737",0.1161,0.1877,0.117,230,122,15,35,228,145,329,1.527,7,"Non-effector",0.863,"Non-effector"
"993","FOXG_16416","FOXG_22047",0.1149,0.2031,0.123,113,62,6,23,134,1,77,3.488,4,"Apoplastic",0.943,"Apoplastic"
"994","FOXG_14231","FOXG_17842",0.1146,0.4065,0.092,130,62,7,25,127,25,125,7.677,3,"Cytoplasmic",0.77,"Non-effector"
"995","FOXG_17842","FOXG_02842",0.1146,0.244,0.118,161,92,11,23,156,4,141,4.815,4,"Non-effector",0.637,"Apoplastic/cytoplasmic"
"996","FOXG_20914","FOXG_11116",0.1146,0.2423,0.12,108,63,7,1,100,7,90,7.104,2,"Apoplastic/cytoplasmic",0.5915,"Non-effector"
"997","FOXG_09662","FOXG_19612",0.114,0.6806,0.181,149,106,5,17,165,25,157,4.278,6,"Apoplastic",0.604,"Cytoplasmic"
"998","FOXG_03736","FOXG_22509",0.1137,0.145,0.094,95,47,8,1145,1228,58,124,1.997,5,"Non-effector",0.961,"Non-effector"
"999","FOXG_22509","FOXG_03736",0.1137,0.1671,0.094,95,47,8,58,124,1145,1228,1.5,5,"Non-effector",0.623,"Non-effector"
"1000","FOXG_20862","FOXG_09662",0.1136,0.6137,0.178,190,114,6,81,238,2,181,4.592,5,"Non-effector",0.633,"Apoplastic"
"1001","FOXG_17307","FOXG_11116",0.1131,0.1434,0.123,73,34,5,168,239,379,422,7.832,1,"Apoplastic",0.931,"Non-effector"
"1002","FOXG_02842","FOXG_03043",0.112,0.4044,0.093,128,78,4,1,120,111,208,4.513,4,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"1003","FOXG_11116","FOXG_14098",0.1117,0.5289,0.17,170,97,8,508,674,13,141,6.694,4,"Non-effector",0.744,"Cytoplasmic"
"1004","FOXG_05604","FOXG_05795",0.1111,0.1884,0.117,128,70,11,409,508,218,330,4.754,3,"Non-effector",0.863,"Non-effector"
"1005","FOXG_05795","FOXG_11116",0.1111,0.2023,0.119,344,178,27,1,297,336,601,1.09,8,"Non-effector",0.802,"Non-effector"
"1006","FOXG_05795","FOXG_16416",0.1109,0.2347,0.104,240,118,20,2,188,1,196,5.182,4,"Non-effector",0.802,"Apoplastic"
"1007","FOXG_17842","FOXG_14231",0.1106,0.2381,0.111,144,70,9,23,125,1,127,7.592,2,"Non-effector",0.637,"Cytoplasmic"
"1008","FOXG_03736","FOXG_14069",0.1105,0.3466,0.105,322,163,17,936,1240,22,235,4.399,5,"Non-effector",0.961,"Apoplastic"
"1009","FOXG_06911","FOXG_19612",0.1104,0.6975,0.2,130,90,3,94,216,19,141,2.736,8,"Non-effector",0.73,"Cytoplasmic"
"1010","FOXG_22509","FOXG_05795",0.1104,0.2813,0.163,104,59,6,1,97,6,88,1.5,7,"Non-effector",0.623,"Non-effector"
"1011","FOXG_03736","FOXG_02842",0.1093,0.286,0.145,199,93,12,1027,1206,1,141,2.599,6,"Non-effector",0.961,"Apoplastic/cytoplasmic"
"1012","FOXG_16416","FOXG_05795",0.1093,0.2487,0.102,245,113,19,1,196,2,188,4.679,3,"Apoplastic",0.943,"Non-effector"
"1013","FOXG_20862","FOXG_16398",0.1093,0.158,0.043,93,44,5,252,313,85,163,8.486,1,"Non-effector",0.633,"Non-effector"
"1014","FOXG_05795","FOXG_22509",0.1092,0.2278,0.169,106,56,7,6,88,1,97,1.402,8,"Non-effector",0.802,"Non-effector"
"1015","FOXG_22777","FOXG_12469",0.1091,0.2842,0.14,107,77,4,3,99,1,102,9.28,1,"Apoplastic",0.73,"Apoplastic"
"1016","FOXG_16398","FOXG_06911",0.1083,0.2166,0.079,213,94,9,20,163,423,602,4.706,3,"Non-effector",0.505,"Non-effector"
"1017","FOXG_10864","FOXG_22509",0.1077,0.234,0.157,133,49,10,7,110,3,101,5.749,3,"Apoplastic",0.757,"Non-effector"
"1018","FOXG_22828","FOXG_12450",0.1059,0.202,0.13,123,68,9,7,99,1,114,9.323,1,"Non-effector",0.582,"Apoplastic"
"1019","FOXG_19612","FOXG_06911",0.1058,0.641,0.191,141,100,3,19,152,94,227,8.932,2,"Cytoplasmic",0.763,"Non-effector"
"1020","FOXG_05604","FOXG_22058",0.1041,0.2116,0.112,178,107,8,21,181,116,259,9.205,1,"Non-effector",0.863,"Apoplastic"
"1021","FOXG_20101","FOXG_14758",0.1041,0.6039,0.098,213,106,7,318,522,133,267,8.312,3,"Non-effector",0.769,"Non-effector"
"1022","FOXG_22737","FOXG_05604",0.101,0.2032,0.105,408,181,27,30,372,10,298,6.426,3,"Non-effector",0.987,"Non-effector"
"1023","FOXG_10864","FOXG_22777",0.1009,0.254,0.166,108,59,7,1,95,1,90,7.945,2,"Apoplastic",0.757,"Apoplastic"
"1024","FOXG_22509","FOXG_14758",0.09949,0.149,0.072,83,47,7,48,107,45,120,9.323,1,"Non-effector",0.623,"Non-effector"
"1025","FOXG_06911","FOXG_12469",0.09906,0.4786,0.121,255,160,13,369,598,20,235,8.132,2,"Non-effector",0.73,"Apoplastic"
"1026","FOXG_04559","FOXG_20862",0.09883,0.2373,0.171,99,57,4,1,97,127,202,9.581,1,"Non-effector",0.728,"Non-effector"
"1027","FOXG_22509","FOXG_10864",0.09863,0.2523,0.132,151,60,11,1,120,2,112,8.314,2,"Non-effector",0.623,"Apoplastic"
"1028","FOXG_13589","FOXG_12469",0.0986,0.299,0.169,124,75,5,1,121,1,99,5.483,3,"Non-effector",0.535,"Apoplastic"
"1029","FOXG_16398","FOXG_14098",0.09745,0.3214,0.117,102,55,4,10,90,5,92,9.655,1,"Non-effector",0.505,"Cytoplasmic"
"1030","FOXG_03043","FOXG_14098",0.09655,0.6605,0.176,130,73,6,46,144,5,131,2.26,8,"Non-effector",0.84,"Cytoplasmic"
"1031","FOXG_22509","FOXG_11116",0.09543,0.1461,0.105,95,57,5,24,118,356,422,5.524,2,"Non-effector",0.623,"Non-effector"
"1032","FOXG_05795","FOXG_03736",0.09341,0.2072,0.112,293,191,17,1,268,653,901,1.268,7,"Non-effector",0.802,"Non-effector"
"1033","FOXG_14758","FOXG_20101",0.09239,0.4447,0.149,288,151,18,22,278,305,529,1.806,8,"Non-effector",0.676,"Non-effector"
"1034","FOXG_21426","FOXG_03043",0.09126,0.5434,0.145,310,198,7,4,276,16,295,5.496,4,"Non-effector",0.835,"Non-effector"
"1035","FOXG_20862","FOXG_20101",0.09022,0.5034,0.13,261,146,10,68,309,175,373,7.516,2,"Non-effector",0.633,"Non-effector"
"1036","FOXG_05795","FOXG_05604",0.08659,0.1661,0.094,275,113,19,113,330,313,508,2.837,4,"Non-effector",0.802,"Non-effector"
"1037","FOXG_05604","FOXG_11116",0.08619,0.1526,0.1,209,94,11,394,508,381,589,5.838,2,"Non-effector",0.863,"Non-effector"
"1038","FOXG_13589","FOXG_14069",0.08418,0.3075,0.173,127,59,6,1,126,1,82,9.526,1,"Non-effector",0.535,"Apoplastic"
"1039","FOXG_16398","FOXG_11116",0.08342,0.1785,0.152,151,95,9,20,163,299,423,6.223,2,"Non-effector",0.505,"Non-effector"
"1040","FOXG_11116","FOXG_03736",0.08331,0.5872,0.124,923,537,34,1,712,122,983,0.0009192,39,"Non-effector",0.744,"Non-effector"
"1041","FOXG_14231","FOXG_03043",0.08225,0.4549,0.072,208,134,6,1,187,111,280,8.146,2,"Cytoplasmic",0.77,"Non-effector"
"1042","FOXG_02842","FOXG_11116",0.08218,0.4008,0.125,143,82,7,1,130,310,422,4.249,4,"Apoplastic/cytoplasmic",0.636,"Non-effector"
"1043","FOXG_03736","FOXG_12469",0.08087,0.3397,0.099,331,155,16,936,1240,22,235,3.565,5,"Non-effector",0.961,"Apoplastic"
"1044","FOXG_03736","FOXG_11116",0.07969,0.5758,0.126,798,470,28,250,983,78,712,0.02147,27,"Non-effector",0.961,"Non-effector"
"1045","FOXG_06911","FOXG_11116",0.07663,0.7548,0.182,368,255,9,184,551,77,398,1.165,10,"Non-effector",0.73,"Non-effector"
"1046","FOXG_06911","FOXG_20101",0.07568,0.7033,0.17,445,281,15,156,597,14,373,0.3887,14,"Non-effector",0.73,"Non-effector"
"1047","FOXG_20101","FOXG_06911",0.07568,0.7043,0.166,445,283,15,14,373,156,597,2.279,8,"Non-effector",0.769,"Non-effector"
"1048","FOXG_14758","FOXG_03736",0.07406,0.4135,0.155,316,177,16,22,320,747,989,0.7916,9,"Non-effector",0.676,"Non-effector"
"1049","FOXG_11116","FOXG_06911",0.07215,0.6963,0.205,419,268,13,5,403,100,473,8.769,2,"Non-effector",0.744,"Non-effector"
"1050","FOXG_20101","FOXG_03736",0.06687,0.6962,0.151,595,385,15,14,531,59,610,0.1252,18,"Non-effector",0.769,"Non-effector"
"1051","FOXG_03736","FOXG_20101",0.06538,0.6291,0.155,616,342,20,160,694,14,531,1.381,9,"Non-effector",0.961,"Non-effector"
"1052","FOXG_03043","FOXG_20101",0.06389,0.6022,0.126,325,156,9,61,295,187,473,2.728,5,"Non-effector",0.84,"Non-effector"
"1053","FOXG_11116","FOXG_20101",0.0609,0.5996,0.202,582,352,24,75,614,16,527,0.1008,17,"Non-effector",0.744,"Non-effector"
"1054","FOXG_20101","FOXG_11116",0.05969,0.6845,0.177,641,382,22,18,531,77,698,0.03402,21,"Non-effector",0.769,"Non-effector"
